 我が国の人手不足への対応に加えて、昨今の新型コロナウイルス感染症の拡大を契機にあらゆる産業分野における、遠隔、、非接触、、非対面、を実現することが求められている状況を踏まえ、幅広い産業分野へのロボットの導入を強力に推進する。ロボットを広く普及させ、多くの産業分野で、遠隔、、非接触、、非対面、を実現しつつ、人手不足への対応や生産性向上に資する研究開発等として、以下の取組を実施。。、サービスロボットの社会実装に向けて、ユーザーの業務フローや施設環境の変革を含むロボットフレンドリーな環境の実現。このため、メーカーのみならず、ユーザーや情報通信企業等が連携し、研究開発等を実施。。、多品種少量生産にも対応可能な産業用ロボットの実現に向けて、複数の異なる対象物のハンドリング等を可能とする要素技術について、産業界と大学等研究機関が協調しつつ研究を推進。その際には、サイエンスの領域にまで立ち返りつつ、異分野のシーズ等の取り込みを実施。	1
被保護世帯等の生活実態を明らかにすることにより、生活保護制度の企画運営等のための資料を得る。被保護世帯の家計の収支及びその内容の調査。	1
新たな産業の創出や困難な社会課題、研究現場・産業界が抱えるマテリアル分野特有の課題の解決に向け、従来の発想に依らない革新的かつインパクトある技術シーズを発掘・育成するとともに、重要な技術分野の見通しを俯瞰し、当該分野を取り巻く国内外の環境や市場等を把握することを通じ、国立研究開発法人新エネルギー・産業技術総合開発機構、以下、NEDO、という。、が実施する研究開発プロジェクトの立ち上げの円滑化や洗練化を図ること等を目的とする。我が国が抱える困難な社会課題を解決し、新産業の創出や産業競争力の強化を実現するためには、革新的な技術の創出と社会実装の加速化が不可欠である。そのため本事業では、既存技術の延長にない、革新的でハイリスク・ハイインパクトな技術シーズの原石を発掘・育成し、将来の国家プロジェクト等に繋げることを目的とする先導研究を実施する。具体的には、政策当局も想定しえない革新的なシーズを発掘するため、Request For Information、RFI、により大学・企業等からシーズを収集、またはマテリアル革新に向けた重点領域の政策ニーズも選別して研究課題を設定・公募の上、原則2030年以降の実用化を見据えたアーリーフェーズの研究開発を実施する。	1
平成26年4月に閣議決定された防衛装備移転三原則の下、諸外国との防衛装備・技術協力を通じた安全保障・防衛協力の強化を推進している。従前よりASEAN諸国等より装備品等の譲渡に関する要望があったところ、平成29年6月に自衛隊で不用となった装備品等の無償譲渡を可能とする法律の規定が施行されたことを受け、譲渡の可能性について本格的に検討することが可能となった。予算・人員等の制約のもと、効果的な協力を実現するため、相手国における整備能力構築に必要な支援を実施することを本事業の目的とする。我が国は、海上交通路の要衝に位置するASEAN諸国等との間で地域の平和・安定・繁栄の観点から防衛装備・技術協力に取り組んでおり、現在これらの国々からの要望に基づき、無償譲渡制度を活用した協力・支援の可能性について検討・協議を実施している。本事業は、譲渡が実現した場合に相手国の整備能力を構築するために必要なマニュアルの翻訳等を実施するもの。	0
労災保険給付は、労働者の業務上又は通勤による負傷、疾病、障害、死亡等に対して、迅速かつ公正な保護をするため、必要な保険給付を行うものであり、もって労働者の福祉の増進に寄与することを目的とする。また、業務災害については、労働基準法上の事業主の災害補償責任を担保するための制度であり、本事業はこの労災保険給付業務をより円滑に行うことを目的とする。。被災労働者等に対する労災保険給付業務に必要な事務の実施、システムの借上げ及び通信に係る費用の支出、事務用品の購入等、。	0
各種事態に即応することが求められる陸上自衛隊の任務遂行のため、地対艦誘導弾地上器材、装軌車、中SAM等の装備品について整備を実施し、装備品の高可動率の維持及び安全性を向上させることにより、即応性を確保する。。陸上自衛隊で使用する武器の性能維持または機能回復を図るため、武器、武器附属品及び武器修理用機械器具の維持補修、 武器、武器備品等の改造、技術対策のため必要な部品等を取得すると共に、武器等の整備を実施する。	0
市町村では地域住民のニーズに応じた各種保健事業を実施しており、その提供に係る能力の向上を常に期待されている。管理的な立場にある保健師は、中堅期保健師や新人保健師の育成についても影響を与えることが考えられ、人材育成能力を含めた様々な能力の向上が求められている。一方、当該市町村や周辺自治体等において適切な指導者が得られず、その育成が重要な課題となっている。。このため、市町村における保健師の管理者として効果的な活動を展開するために求められる資質の向上を図ることを目的とする。市町村の管理的立場にある保健師に対して、全国をブロック毎に分け、保健師の管理者として効果的な活動を実施するために求められる資質の向上を図る上で、必要な知識を付与する研修を実施する。。また、各自治体において保健師育成を主導して行っていただくために、都道府県へモデル事業として展開を行うことで、継続的な市町村保健師の資質向上へ寄与する。	0
令和2年7月豪雨により被害を受けた地域の早期復旧、生活再建に必要不可欠なSSの機能回復を図ることを目的とする。令和2年7月豪雨により被害を受けた地域に所在する揮発油販売業者が保有する計量機、タンクローリー、配管、地下タンク及び自家発電機等の補修又は入換工事を支援する。、補助率、3/4、	0
行政手続における特定の個人を識別するための番号の利用等に関する法律、平成25年法律第27号。以下、番号法、という。、別表第2に掲げる事務について、迅速かつ安全に情報の授受を行えるよう、番号法に基づき情報提供ネットワークシステムを設置・管理する。このことにより、行政運営の効率化、税・社会保障制度その他の行政分野におけるより公正な給付と負担の確保、手続の簡素化による負担の軽減その他の国民の利便性の向上を図る。マイナンバーを活用した情報連携の中核となるシステムである情報提供ネットワークシステムを円滑かつ安定的に運用するとともに、調査研究の実施などにより、当該システムの運用がより効率的なものとなるよう所要の検討を行う、次期システムに係る検討を含む。、。	0
自動車の燃料多様化、石油依存度の低減、再生可能エネルギーの活用、や省エネ、CO2排出削減を推進するとともに、我が国自動車産業の競争力の維持・強化を図るため、電気自動車等の次世代自動車の性能向上、ガソリン車並の航続距離を持つ電気自動車の実現等、を通じた普及拡大の加速に不可欠な革新型蓄電池の基盤技術を確立する。。大学・研究機関を拠点とする産学官の連携体制の下、我が国の強みである放射光ビームラインや中性子ビームラインを活用する解析技術の一層の高度化を図りつつ、現状のリチウムイオン電池の5倍のエネルギー密度、500Wh/kg以上、を有する革新型蓄電池など、ガソリン車と同等の利便性を持つ電気自動車、EV、やプラグインハイブリット、PHV、等の次世代自動車に不可欠な革新型蓄電池の2030年までに車載・実用化するために必要な基盤技術、具体的には、5Ah級セルレベルで2030年の車載化を見通せる安全性、信頼性、耐久性等が検証できた革新型蓄電池技術、を確立する。	1
独立行政法人労働政策研究・研修機構での業務の確実かつ円滑な遂行を図るため、施設の老朽化等を勘案し、計画的に改修、更新を行う。独立行政法人労働政策研究・研修機構の本部及び労働大学校の整備又は改修のための経費。、補助率100%、	1
地方公共団体が、新型コロナウイルス感染症対応のため、地域の実情に応じてきめ細やかに必要な事業を実施できるよう、事業に要する費用に対し、国が交付金を交付することにより、新型コロナウイルスの感染拡大の防止及び感染拡大の影響を受けている地域経済や住民生活の支援、家賃支援を含む事業継続や雇用維持等への対応、、新しい生活様式、を踏まえた地域経済の活性化等への対応を通じた地方創生を図ることを目的とする。1.交付対象、実施計画を策定する地方公共団体、都道府県・市町村、。2.交付方法、実施計画に掲載された事業のうち国庫補助事業の地方負担分と地方単独事業の所要経費の合計額に対し、交付限度額を上限として交付金。 。を交付。3.交付限度額、、第1次補正、人口、財政力、新型コロナウイルスの感染状況、国庫補助事業の地方負担額等に基づき算定/、第2次補正、、事業継続。。 への対応分、人口・事業所数を基礎に、感染状況等に基づき算定、、、新しい生活様式、等への対応分、人口、年少者・高齢者の比率、財政力等に。。 基づき算定、。4.使途、地方公共団体が地域の実情に応じてきめ細やかに実施する。。 ・新型コロナウイルス感染症に対する対応、感染拡大の防止策、医療提供体制の整備、、新型コロナウイルス感染拡大の影響を受けた地域経済、住民。。 生活の支援、家賃支援を含む事業継続や雇用維持等への対応、、新しい生活様式、等への対応。。の事業に充当	0
感染症対応や働き方改革の必要性が高まる中、オンライン会議、ECサイト構築、クラウドファンディング、オンラインイベント、テレワーク、RPA等のデジタルツールに関心があってもノウハウがなく導入・定着に至らない中小企業が数多く存在する。。、手間はかかるが利幅の小さい、中小企業のデジタル化・IT活用について、専門的なサポートを充実させるため、フリーランスや兼業・副業人材等を含めたIT専門家を、中小企業デジタル化応援隊、として選定し、その活動を支援する。、1、 民間IT専門家への補助事業。・中小企業のデジタル化にかかるハンズオン支援を提供する民間のIT専門家、フリーランス、兼業・副業人材を含む、が、ECサイト構築やテレワーク導入相談等の支援サービスを中小企業に提供した場合に、定型業務毎に定める単価と支援実績等に応じて定額を補助する。。・クラウドソーシング、専門人材派遣業者、副業・兼業人材マッチングプラットフォーム事業者等の民間事業者と連携し、中小企業のデジタル化を応援する人材を幅広く募る。。、2、支援ツールやプラットフォームの整備。・中小企業が自ら経営課題を認識し、その解決に必要なITツールを選択するための、自己診断WEBツール、や、ツール導入ガイド、等のコンテンツを開発し、普及に取り組む。。・民間事業者と連携し、中小企業向け、EC活用ガイド、等のコンテンツを作成する等、非対面型の販路開拓を支援する。	0
新型コロナウイルス感染症の世界的な拡大によって輸出先国における家庭食ニーズの高まりといった消費行動の変化が生じており、家庭食ニーズ等に対応するための製造、加工、流通体制等の整備が必要である。このため、食品事業者等の輸出先国における家庭食ニーズ等への対応に係る経費を支援することで、輸出拡大を図る。輸出先国の市場変化に対応した冷凍食品等の家庭食品化又は新たな輸出先国への輸出に必要な規制への対応のために必要な製造ライン、保冷庫、小分け機、カット・スライス機、パッキング、ラベル等の施設及び設備・機器の整備並びに施設整備と一体となって行う、輸出をより効果的に促進するためのコンサル費等に要する経費を支援する、補助率、1/2以内、。	0
組織、対、組織、の本格的な産学官連携や地域科学技術イノベーションの推進等を通じて、イノベーション創出のためのシステム整備を図る。、地域イノベーション・エコシステム形成プログラム。。地域に存在する技術シーズを事業化につなげるため、特許・知財の調査分析等を踏まえた課題の選定を行い、選定課題について、~、の活動を支援する。。、イノベーション・エコシステムの形成に不可欠な成功モデルとなる可能性を有する事業化に向けた研究開発プロジェクト、事業化プロジェクト、、。、イノベーション・エコシステムを形成し、持続的に機能させるために必要となる基盤づくり、基盤構築プロジェクト、、。、、、、の活動を支える事業プロデューサー等の活動、事業プロデュ	1
日本の食品関連事業者による食品の品質管理と消費者の信頼の向上のため、安全な食品を供給することは、食品の製造・流通において最も重要な事項であり、食品を安全に生産し、そのことを証明する手段としてHACCPは、各国の規制にも取り入れられつつあるものである。しかしながら、HACCPに沿った衛生管理に取り組んでいる者は2割程度となっていることから、国内の食品関連事業者の衛生・品質管理向上のため、HACCP導入を図る。・加工、販売の事業を行う農林漁業者向けに関連する業界団体が無い又はサポートが困難な分野のHACCP手引書の作成等、委託、。・食品事業者が実施を義務づけられるHACCPに沿った衛生管理のための人材育成並びにHACCPによる工程管理システムの導入・運用を適切に指導できる伝道師の養成を支援、補助率、定額、。・品目・業態に即した危害要因分析や衛生管理のモデルプラン等を含むHACCP手引書の作成、補助率、定額、	0
日本のODAについて第三者評価を実施し,そこで得られた提言および教訓を関係各方面にフィードバックすることにより,ODAの管理・改善への支援,ODA政策立案への反映,国民に対する説明責任を果たす。また,ODA評価に関するワークショップの開催や被援助国側による日本のODA政策の評価を通じ,ODAの透明性確保,被援助国側の評価能力の向上等を図る。国別や無償個別プロジェクトレベルを対象に,評価主任、評価・開発の専門家、,アドバイザー、地域・分野の専門家、,コンサルタント、調査業務委託先、で構成された評価チームに業務を委託して第三者評価として実施する。評価結果は省内関係各課,在外公館,JICAにフィードバックしてODA政策の改善につなげるとともに,個別評価報告書およびODA評価年次報告書を公表し,国民に対する説明責任を果たす。また,ODA評価ワークショップをアジア・太平洋諸国政府の評価部局実務者を対象に我が国主導で実施し,ODA評価の理解促進,被援助	0
障害福祉の仕事の魅力を伝え、障害福祉に対するイメージ改善を行い、障害福祉分野への多様な人材の参入促進を図る。障害福祉の職場について理解を促進するため、パンフレットや動画等による広報等を行う。	0
地方自治体やスポーツ団体、経済団体、企業等が独自で進めるスポーツを推進する取組を本プロジェクトで一体化し、連携・協働しながら多様な形でスポーツの機会を提供することにより、第2期スポーツ基本計画で掲げる成人の週1回以上のスポーツ実施率65%程度とする目標達成に向け、新たに1000万人のスポーツ実施者を増加させる。、スポーツ実施者を新たに1000万人増加させることを目的として、関係省庁、地方自治体、スポーツ団体、経済団体等の国民のスポーツ振興に積極的に取り組む関係団体で構成するコンソーシアムを設置する。。、コンソーシアムに、中央幹事会、を設置し、プロジェクトを統括するほか、事業スキームの構築・評価・効果検証等を行う。。、複数の加盟団体で構成するプロジェクトチーム、PT、による課題、スポーツ実施の阻害要因、解決のための実証実験及びターゲット横断的なスポーツ実施者の増加方策事業を実施する。。、コンソーシアム加盟団	0
産業・業務部門等において、省エネルギーに資する機器等導入事業への投資に対する融資を、利子補給となる補助金を交付することにより低利にすることで、各部門における省エネルギー投資を促進し、長期エネルギー需給見通しが2030年度に見込む省エネ量の実現に寄与することを目的とする。新設事業所や既設事業所における省エネ設備の新設・増設を行う事業者が民間金融機関から受ける融資を低利とするため、民間団体等を通じて利子補給となる補助金の交付を行う、利子補給率1.0%以内、。	1
新型コロナウイルス感染症の⾒えない脅威は誤った情報等が流通しやすい環境をもたらし、経済活動にも打撃を与えることが懸念されるとともに、デジタル技術の変化や、ウェブメディア、SNS等の出現により、情報流通の仕組み/構造は⼤きく変化している。本事業では、国内の新型コロナウイルス感染症に関する情報の流通構造を分析し、経済への影響を調査するとともに、今後懸念される風評被害を最小限に抑制していくための、デジタル時代におけるコミュニケーションの在り⽅を検討する。、国内実態調査、。・国内の新型コロナウイルス感染症の事例をもとに、情報の流通構造の変化について、実態調査を実施する。。・流通している新型コロナウイルス感染症関連情報を分析し、消費者/国⺠の認知/認識の変化を早期にくみ取る。。、海外実態調査、。・海外政府が、国⺠や他国政府に対しどのようなコミュニケーション⼿段を選択しているか調査・分析する。	0
エネルギー安全保障等の観点から,我が国にとって死活的に重要な中東地域諸国との間で,、経済外交の推進,、イスラム諸国における我が国の平和外交への理解を高め,日本とイスラム諸国の対話・協力のネットワークを拡大するための会合の実施,、アラブ連盟との対話強化を進めていく。、中東諸国との経済外交の推進のため,経済連携協定や投資協定の締結に向けた交渉会合を実施。。、日本とイスラム世界との未来への対話を実施する。具体的には,イスラム諸国と日本との関係強化や,イスラム諸国同士の対話の機会となるイベントの開催等を実施。。、中東諸国との対話強化のため,アラブ連盟や加盟各国との協議を実施。	0
人口・世帯減少の本格化、自然災害の頻発・激甚化など、経済社会情勢の大きな変化に直面するなか、各都市が持続可能で強靱な都市構造へ再編を図る必要があることから、市街地の拡散や災害ハザードエリアへの立地を抑制した上で、都市の限られた資源を効果的・効率的に活用し、期間と区域を定めた一体的・集中的なまちづくりを推進することを目的とする。。立地適正化計画に基づき、市町村や民間事業者等が行う一定期間内の都市機能や居住環境の向上に資する公共公益施設の誘導・整備、防災力強化の取組等に対し、集中的な支援を行う。、国費率、1/2、都市機能誘導区域内、、45%、都市機能誘導区域外、、。	0
地理情報システム、GIS、ソフトウェアを用いて海洋関連地理情報を法的検討に適した形で処理することにより、日本の海洋権益を保護することを目的とする。海洋関連地理情報をコンピューター上で法的検討に適した形で処理する地理情報システム、GIS、ソフトウェアを運用し,日本周辺海域で発生する事案や国際的な海洋問題について国際法の観点から迅速な評価を行う。	0
超電導は非常に低い温度にすると電気抵抗がゼロとなる現象で、例えば、送電ロスの大幅な低減や送電容量の増加、設備のコンパクト化など、大きな省エネルギー効果が期待される技術である。近年、比較的高温、-196℃以下、で用いることのできる高温超電導材料の開発が大きく進み、いくつかの技術課題が残るものの、具体的なシステムとして高温超電導機器を組み上げ、その有効性を示していく段階に到達しつつある。また、高温超電導技術の適用により大きな市場創出が期待される分野について、技術開発と実証に戦略的に取り組み、世界に先駆けた社会。これまでの高温超電導技術開発成果を活かし早期実用化を実現するため、省エネルギー効果、市場の規模や成長性が期待できる適用先を厳選し、高温超電導技術による送配電と高磁場マグネットシステムに係る技術開発を実施する。事業化に近いフェーズのものから原理実証などを実施し、それぞれの項目が実用化に結びつくために適切な技術開発を行う。。。送配電技術では、送配電システムや鉄道き電線等への実用化のための実証研究に取り組み、事業終了後3~5年以内の実用化を目指す。。。高磁場コイル技術開発では高磁場特性の向上及び低価格化に向けた実用開発を行う。より基盤的な研究開発については、適用先を意識しながらも、そのキーとなる基盤・革新技術を開発する。	1
国家備蓄石油基地施設の所在自治体に対する、国有資産等所在市町村交付金法に基づく国の義務を履行し、国家備蓄政策を着実に進める。国が所有する国家石油備蓄基地施設、国有資産、の所在自治体に対し、国家石油備蓄基地施設が民間企業の所有であった場合に課されるべき固定資産税相当額を交付金として交付する。	0
船舶・舶用機器の生産・運航におけるIoTやビッグデータ解析等を活用した先進的な技術・システムの研究開発や普及を促進し、もって我が国海事産業の活性化及び国際競争力の強化を図るもの。船舶・舶用機器の生産・運航におけるIoTやビッグデータ解析等を活用した先進的な技術・システムの開発等を実施する事業に要する経費を支出、国→民間法人等、することにより、技術研究開発等を促進する。、補助金は補助率1/2以内、技術・システムの開発等に係る基礎的な調査に要する経費については、定額、、	1
出入国管理上問題ないと見られる外国人に対する利便性を高めるため円滑な査証、ビザ、発給を行う一方、我が国の利益を害するおそれのある外国人の入国を阻止するため、査証審査を厳格に行うことにより、適正な形での観光立国推進や外国人材の受入れ等による日本経済の活性化や、観光・留学等を通じた二国間の人的交流促進に寄与する。迅速かつ適正なビザ審査・発給を行うため、ビザ業務の合理化として、査証事務支援システムの運用・管理及び拡充、訪日外国人査証ホットラインの運用を継続する他、本省及び在外公館において、査証事務処理上必要な物品及び体制の整備を行う。また、外国人観光客誘致等のため、ビザが必要な国に対するビザ緩和措置を検討・実施する。	0
FMS、米国有償軍事援助、によりイージス装置等に関わる技術情報を入手し、国内主導の後方支援態勢を充実させることにより、イージス装置等の機能維持及び即応性を高めることができることから、イージス戦闘システム等に関わる国内整備態勢を整備する必要がある。護衛艦搭載のイージス戦闘システム等を国内で維持整備するうえで必要な米軍情報を元に不具合情報の収集、整備取扱説明書等の内容変更等及び器材の整備計画等を実施する。	0
文化庁の移転先庁舎の整備にあたり、別途工事のうち令和3年度から2カ年計画で実施する電動式集密書架設置工事を行うほか、新庁舎のレイアウトや内装の空間環境等の調査・分析等を行うオフィス移転のコンサルタント業務契約を締結し、本体工事の竣工後、速やかに移転し令和4年度中の京都における文化庁の業務開始を目指す。文化庁の移転庁舎となる旧京都府警本部本館等の整備については、京都府が整備主体となり、新たに京都府とともに入居する新行政棟の合築庁舎として一体的な整備、以下、本体工事、という。、が行われている。一方、文化庁の事由により庁舎の改修又は模様替えが必要となった場合には、当該費用については文化庁が負担することになっている、、新・文化庁における文化政策の展開と本格移転先庁舎の整備について、平成30年8月7日文化庁移転協議会、、、。文化庁が負担する予定の工事としては、例えば移動式書架の設置、セキュリティゲートの設置等が	0
児童虐待の防止等に関する法律において、国は、関係機関間の連携の強化等児童虐待防止に向けた体制整備や広報・啓発活動等に努めることとされていることから、これらの取組をより一層推進すること。次のような広報啓発事業等を実施。、。子どもの虐待防止推進全国フォーラムの開催。、。児童虐待防止対策に関する広報啓発グッズの作成・配布。。等	0
社会的課題先進国の我が国では、事業性と社会性を両立させつつ、民の力で課題解決を図る社会的事業の育成・発展は、多様な課題への効果的な対応のみならず、雇用創出や成長の観点からも極めて重要であり、特に様々な社会的課題が顕在化している地方の実情を踏まえると、社会的事業実施主体の創出は急務と言える。このため、社会的事業が適正に評価・認知され、人材や事業資金、ユーザー等の確保に資する環境整備として、事業主体や事業内容に関する社会性を認証する制度のあり方について、多角的な観点から調査・分析・検討等を行うことを目的とする。諸外国における社会的事業に関する評価・認証の取組について、特に資金調達の重要性を踏まえ、資本市場や投資家との関係に重点を置いた調査・分析を行う。また、社会的事業に関する有識者委員会を設置し、諸外国の取組の調査・分析結果を参考としつつ、我が国の社会的事業の実態に対応した社会性評価・認証に係る指標や適用手法のモデルを策定するとともに、それらの評価・認証手法を事業領域や事業規模の異なる複数の社会的事業に取り組む企業に対して実際に適用し、社会性の評価を試験的に実施する。	0
警察が保有する各種統計の改善と分析手法の高度化を図り、証拠に基づく政策立案、EBPM、を推進するとともに、警察のリソース配分を最適化し、治安の確保に向けた関係行政機関等との協同を図るほか、一層的確な情報発信を実現する。。これまでの社会情勢の変化が治安に与えてきた影響について多角的に分析し、それにより得られた知見を踏まえつつ、治安の実相を的確に捉える方法と一層的確な情報発信の在り方等を検討するとともに、今後の社会情勢の変化及びその治安への影響を予測し、警察が直面する様々な課題と取り組むべき事項を洗い出すため、統計分析等の専門家からのヒアリング、犯罪被害に関する調査及び各種文献調査並びに諸外国における犯罪統計、治安変化要因分析、治安対策等に関する調査等を実施する。	0
